(MAIL        :  74) QQ2571.XXX     2 25-Sep-90 15:30 BADQUV  ALL  RD  NO   
(MAIL        :  74) QQ2532.XXX     2 25-Sep-90 15:29 BAKCUY  ALL  RD  NO   
(MAIL        :  74) QQ2599.XXX     2 25-Sep-90 15:31 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2501.XXX     2 25-Sep-90 15:28 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1238.XXX     2 25-Sep-90 14:40 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1981.XXX     2 25-Sep-90 15:07 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2046.XXX     2 25-Sep-90 15:10 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1617.XXX     2 25-Sep-90 14:52 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2636.XXX     2 25-Sep-90 15:33 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2174.XXX     2 25-Sep-90 15:14 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2302.XXX     2 25-Sep-90 15:19 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2349.XXX     2 25-Sep-90 15:21 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2372.XXX     2 25-Sep-90 15:22 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2142.XXX     2 25-Sep-90 15:13 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2205.XXX     2 25-Sep-90 15:15 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2399.XXX     2 25-Sep-90 15:24 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1520.XXX     2 25-Sep-90 14:48 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1161.XXX     2 25-Sep-90 14:38 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2464.XXX     2 25-Sep-90 15:26 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2563.XXX     2 25-Sep-90 15:30 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2520.XXX     2 25-Sep-90 15:28 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2078.XXX     2 25-Sep-90 15:11 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1948.XXX     2 25-Sep-90 15:06 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2435.XXX     2 25-Sep-90 15:25 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2110.XXX     2 25-Sep-90 15:12 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2269.XXX     2 25-Sep-90 15:18 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2014.XXX     2 25-Sep-90 15:09 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1648.XXX     2 25-Sep-90 14:53 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1192.XXX     2 25-Sep-90 14:39 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ2335.XXX     2 25-Sep-90 15:21 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1106.XXX     2 25-Sep-90 14:37 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1223.XXX     2 25-Sep-90 14:39 BAMTED  ALL  RD  NO   
(MAIL        :  74) QQ1526.XXX     8 25-Sep-90 14:49 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1846.XXX     8 25-Sep-90 15:01 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2089.XXX     8 25-Sep-90 15:11 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1339.XXX     8 25-Sep-90 14:43 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1627.XXX     8 25-Sep-90 14:52 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2184.XXX     8 25-Sep-90 15:15 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2229.XXX     8 25-Sep-90 15:16 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2121.XXX     8 25-Sep-90 15:12 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1202.XXX     8 25-Sep-90 14:39 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1416.XXX     8 25-Sep-90 14:45 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1586.XXX     8 25-Sep-90 14:51 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2214.XXX     8 25-Sep-90 15:16 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2383.XXX     8 25-Sep-90 15:23 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1069.XXX     8 25-Sep-90 14:36 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2578.XXX     8 25-Sep-90 15:30 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2652.XXX     8 25-Sep-90 15:33 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1896.XXX     8 25-Sep-90 15:03 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1993.XXX     8 25-Sep-90 15:08 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1009.XXX     8 25-Sep-90 14:35 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1171.XXX     8 25-Sep-90 14:38 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2153.XXX     8 25-Sep-90 15:13 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1847.XXX     8 25-Sep-90 15:01 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1386.XXX     8 25-Sep-90 14:44 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1476.XXX     8 25-Sep-90 14:47 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2542.XXX     8 25-Sep-90 15:29 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2615.XXX     8 25-Sep-90 15:32 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2480.XXX     8 25-Sep-90 15:27 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1845.XXX     8 25-Sep-90 15:01 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1556.XXX     8 25-Sep-90 14:50 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2057.XXX     8 25-Sep-90 15:10 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1039.XXX     8 25-Sep-90 14:35 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ2025.XXX     8 25-Sep-90 15:09 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1248.XXX     8 25-Sep-90 14:40 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1338.XXX     8 25-Sep-90 14:43 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1340.XXX     8 25-Sep-90 14:43 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1446.XXX     8 25-Sep-90 14:46 BAQVIS  ALL  RD  NO   
(MAIL        :  74) QQ1310.XXX     2 25-Sep-90 14:42 BASBAD  ALL  RD  NO   
(MAIL        :  74) QQ1606.XXX     8 25-Sep-90 14:52 BEDXOF  ALL  RD  NO   
(MAIL        :  74) QQ1292.XXX     2 25-Sep-90 14:41 BENLEV  ALL  RD  NO   
(MAIL        :  74) QQ2454.XXX    12 25-Sep-90 15:26 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1393.XXX    12 25-Sep-90 14:44 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1483.XXX    12 25-Sep-90 14:47 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2425.XXX    12 25-Sep-90 15:25 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2292.XXX    12 25-Sep-90 15:19 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1046.XXX    12 25-Sep-90 14:36 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2236.XXX    12 25-Sep-90 15:16 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1533.XXX    12 25-Sep-90 14:49 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2221.XXX    12 25-Sep-90 15:16 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2390.XXX    12 25-Sep-90 15:23 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1453.XXX    12 25-Sep-90 14:46 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1076.XXX    12 25-Sep-90 14:36 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1563.XXX    12 25-Sep-90 14:50 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2259.XXX    12 25-Sep-90 15:17 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1593.XXX    12 25-Sep-90 14:51 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1971.XXX    12 25-Sep-90 15:07 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1423.XXX    12 25-Sep-90 14:45 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2325.XXX    12 25-Sep-90 15:20 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1938.XXX    12 25-Sep-90 15:05 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ1016.XXX    12 25-Sep-90 14:35 BIPJIC  ALL  RD  NO   
(MAIL        :  74) QQ2627.XXX     3 25-Sep-90 15:32 BOBJUY  ALL  RD  NO   
(MAIL        :  74) QQ1307.XXX     8 25-Sep-90 14:42 BONVUR  ALL  RD  NO   
(MAIL        :  74) QQ1879.XXX     3 25-Sep-90 15:02 CANCOW  ALL  RD  NO   
(MAIL        :  74) QQ1326.XXX     2 25-Sep-90 14:42 CEKREJ  ALL  RD  NO   
(MAIL        :  74) QQ2358.XXX     8 25-Sep-90 15:22 CELFOM  ALL  RD  NO   
(MAIL        :  74) QQ2612.XXX     8 25-Sep-90 15:32 CEPZAQ  ALL  RD  NO   
(MAIL        :  74) QQ2404.XXX     6 25-Sep-90 15:24 CIFBAS  ALL  RD  NO   
(MAIL        :  74) QQ2608.XXX     8 25-Sep-90 15:31 CINVUH  ALL  RD  NO   
(MAIL        :  74) QQ1327.XXX     8 25-Sep-90 14:42 COMGOZ  ALL  RD  NO   
(MAIL        :  74) QQ1312.XXX     2 25-Sep-90 14:42 CUHLAX  ALL  RD  NO   
(MAIL        :  74) QQ1281.XXX     8 25-Sep-90 14:41 CUMWUF  ALL  RD  NO   
(MAIL        :  74) QQ1334.XXX     2 25-Sep-90 14:42 CUWDEW  ALL  RD  NO   
(MAIL        :  74) QQ1494.XXX     8 25-Sep-90 14:47 DAMVAC  ALL  RD  NO   
(MAIL        :  74) QQ2613.XXX     2 25-Sep-90 15:32 DAVPUS  ALL  RD  NO   
(MAIL        :  74) QQ2458.XXX     2 25-Sep-90 15:26 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ2429.XXX     2 25-Sep-90 15:25 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ2263.XXX     2 25-Sep-90 15:17 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ2329.XXX     2 25-Sep-90 15:20 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ1975.XXX     2 25-Sep-90 15:07 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ2296.XXX     2 25-Sep-90 15:19 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ1942.XXX     2 25-Sep-90 15:06 DAYDAJ  ALL  RD  NO   
(MAIL        :  74) QQ2504.XXX     8 25-Sep-90 15:28 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2145.XXX     8 25-Sep-90 15:13 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2208.XXX     8 25-Sep-90 15:15 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ1620.XXX     8 25-Sep-90 14:52 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2467.XXX     8 25-Sep-90 15:26 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2523.XXX     8 25-Sep-90 15:28 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2566.XXX     8 25-Sep-90 15:30 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2305.XXX     8 25-Sep-90 15:19 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2375.XXX     8 25-Sep-90 15:23 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2602.XXX     8 25-Sep-90 15:31 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ1109.XXX     8 25-Sep-90 14:37 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ1226.XXX     8 25-Sep-90 14:39 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2272.XXX     8 25-Sep-90 15:18 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2113.XXX     8 25-Sep-90 15:12 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2401.XXX     8 25-Sep-90 15:24 DEGKEK  ALL  RD  NO   
(MAIL        :  74) QQ2338.XXX     8 25-Sep-90 15:21 DEGKEK  ALL  RD  NO   
